ID	COMPOUND_ID	SPECIES_TEXT	SPECIES_ACCESSION	COMPONENT_TEXT	COMPONENT_ACCESSION	STRAIN_TEXT	STRAIN_ACCESSION	SOURCE_TYPE	SOURCE_ACCESSION	COMMENTS
3445	68212	Dichotella gemmacea	NCBI:txid767270	null	null	null	null	PubMed Id	21721519	Ethyl acetate soluble portion of combined extract of acetone and methanol of frozen specimen
3446	68213	Dichotella gemmacea	NCBI:txid767270	null	null	null	null	PubMed Id	21721519	Ethyl acetate soluble portion of combined extract of acetone and methanol of frozen specimen
3447	68214	Dichotella gemmacea	NCBI:txid767270	null	null	null	null	PubMed Id	21721519	Ethyl acetate soluble portion of combined extract of acetone and methanol of frozen specimen
3448	68215	Dichotella gemmacea	NCBI:txid767270	null	null	null	null	PubMed Id	21721519	Ethyl acetate soluble portion of combined extract of acetone and methanol of frozen specimen
3449	68216	Dichotella gemmacea	NCBI:txid767270	null	null	null	null	PubMed Id	21721519	Ethyl acetate soluble portion of combined extract of acetone and methanol of frozen specimen
3450	68217	Junceella fragilis	NCBI:txid98366	null	null	null	null	PubMed Id	21721519	null
3451	68217	Dichotella gemmacea	NCBI:txid767270	null	null	null	null	PubMed Id	21721519	Ethyl acetate soluble portion of combined extract of acetone and methanol of frozen specimen
3452	68218	Aspergillus sydowii	NCBI:txid75750	null	null	PSU F154	null	PubMed Id	21718031	Ethyl acetate extract of culture broth, fungus isolated from a sea fan, Annella sp.
3453	68219	Aspergillus sydowii	NCBI:txid75750	null	null	PSU F154	null	PubMed Id	21718031	Ethyl acetate extract of culture broth, fungus isolated from a sea fan, Annella sp.
3454	68220	Aspergillus sydowii	NCBI:txid75750	null	null	PSU F154	null	PubMed Id	21718031	Ethyl acetate extract of culture broth, fungus isolated from a sea fan, Annella sp.
3455	68221	Aspergillus sydowii	NCBI:txid75750	null	null	PSU F154	null	PubMed Id	21718031	Ethyl acetate extract of culture broth, fungus isolated from a sea fan, Annella sp.
3456	68222	Aspergillus sydowii	NCBI:txid75750	null	null	PSU F154	null	PubMed Id	21718031	Ethyl acetate extract of culture broth, fungus isolated from a sea fan, Annella sp.
3457	68223	Aspergillus sydowii	NCBI:txid75750	null	null	PSU F154	null	PubMed Id	21718031	Ethyl acetate extract of culture broth, fungus isolated from a sea fan, Annella sp.
3458	68223	Aspergillus sp.	NCBI:txid5065	null	null	null	null	PubMed Id	21718031	null
3459	68224	Aspergillus sydowii	NCBI:txid75750	null	null	PSU F154	null	PubMed Id	21718031	Ethyl acetate extract of culture broth, fungus isolated from a sea fan, Annella sp.
3460	68225	Aspergillus sydowii	NCBI:txid75750	null	null	PSU F154	null	PubMed Id	21718031	Ethyl acetate extract of culture broth, fungus isolated from a sea fan, Annella sp.
3461	68226	Aspergillus sydowii	NCBI:txid75750	null	null	PSU F154	null	PubMed Id	21718031	Ethyl acetate extract of culture broth, fungus isolated from a sea fan, Annella sp.
3462	68227	Aspergillus sydowii	NCBI:txid75750	null	null	PSU F154	null	PubMed Id	21718031	Ethyl acetate extract of culture broth, fungus isolated from a sea fan, Annella sp.
3463	68228	Aspergillus sydowii	NCBI:txid75750	null	null	PSU F154	null	PubMed Id	21718031	Ethyl acetate extract of culture broth, fungus isolated from a sea fan, Annella sp.
3464	68229	Aspergillus sydowii	NCBI:txid75750	null	null	PSU F154	null	PubMed Id	21718031	Ethyl acetate extract of culture broth, fungus isolated from a sea fan, Annella sp.
3465	68230	Aspergillus sydowii	NCBI:txid75750	null	null	PSU F154	null	PubMed Id	21718031	Ethyl acetate extract of culture broth, fungus isolated from a sea fan, Annella sp.
3466	16536	Aspergillus sydowii	NCBI:txid75750	null	null	PSU F154	null	PubMed Id	21718031	Ethyl acetate extract of culture broth, fungus isolated from a sea fan, Annella sp.
3467	68231	Ligusticum porteri	NCBI:txid54719	root	BTO:0001188	null	null	PubMed Id	20879744	Air-dried and pulverized roots were macerated with CH2Cl2-MeOH(1:1)
3468	68232	Ligusticum porteri	NCBI:txid54719	root	BTO:0001188	null	null	PubMed Id	20879744	Air-dried and pulverized roots were macerated with CH2Cl2-MeOH(1:1)
3469	68233	Ligusticum porteri	NCBI:txid54719	root	BTO:0001188	null	null	PubMed Id	20879744	Air-dried and pulverized roots were macerated with CH2Cl2-MeOH(1:1)
3470	68234	Myristica fragrans	NCBI:txid51089	fruit	BTO:0000486	null	null	PubMed Id	20879744	null
3471	68234	Ligusticum porteri	NCBI:txid54719	root	BTO:0001188	null	null	PubMed Id	20879744	Air-dried and pulverized roots were macerated with CH2Cl2-MeOH(1:1)
3472	17620	Ligusticum porteri	NCBI:txid54719	root	BTO:0001188	null	null	PubMed Id	20879744	Air-dried and pulverized roots were macerated with CH2Cl2-MeOH(1:1)
3473	68235	Garcinia cambogia	IPNI:427866-1	exocarp	BTO:0000733	null	null	PubMed Id	21114277	Fresh dried rind of the fruit
3474	68236	Streptomyces platensis	NCBI:txid58346	null	null	MA7327	null	PubMed Id	21214253	null
3475	68237	Streptomyces platensis	NCBI:txid58346	null	null	MA7327	null	PubMed Id	21214253	null
3476	68238	Streptomyces platensis	NCBI:txid58346	null	null	MA7327	null	PubMed Id	21214253	null
3477	68239	Streptomyces platensis	NCBI:txid58346	null	null	MA7327	null	PubMed Id	21214253	null
3478	68240	Streptomyces platensis	NCBI:txid58346	null	null	MA7327	null	PubMed Id	21214253	null
3479	68241	Streptomyces platensis	NCBI:txid58346	null	null	MA7327	null	PubMed Id	21214253	null
3480	68242	Streptomyces platensis	NCBI:txid58346	null	null	MA7327	null	PubMed Id	21214253	null
3481	68243	Streptomyces platensis	NCBI:txid58346	null	null	MA7327	null	PubMed Id	21214253	null
3482	68244	Streptomyces platensis	NCBI:txid58346	null	null	MA7327	null	PubMed Id	21214253	null
3483	68245	Streptomyces platensis	NCBI:txid58346	null	null	MA7327	null	PubMed Id	21214253	null
3484	68246	Streptomyces platensis	NCBI:txid58346	null	null	MA7327	null	PubMed Id	21214253	null
3485	68247	Streptomyces platensis	NCBI:txid58346	null	null	MA7327	null	PubMed Id	21214253	null
3486	68248	Streptomyces platensis	NCBI:txid58346	null	null	MA7327	null	PubMed Id	21214253	null
3487	68249	Streptomyces platensis	NCBI:txid58346	null	null	MA7327	null	PubMed Id	21214253	null
3488	68250	Streptomyces platensis	NCBI:txid58346	null	null	MA7327	null	PubMed Id	21214253	null
3489	68251	Streptomyces platensis	NCBI:txid58346	null	null	MA7327	null	PubMed Id	21214253	null
3490	68252	Streptomyces platensis	NCBI:txid58346	null	null	MA7327	null	PubMed Id	21214253	null
3491	68253	Streptomyces platensis	NCBI:txid58346	null	null	MA7327	null	PubMed Id	21214253	null
3492	68254	Streptomyces platensis	NCBI:txid58346	null	null	MA7327	null	PubMed Id	21214253	null
3493	68255	Streptomyces platensis	NCBI:txid58346	null	null	MA7327	null	PubMed Id	21214253	null
3494	68256	Streptomyces platensis	NCBI:txid58346	null	null	MA7327	null	PubMed Id	21214253	null
3495	68257	Streptomyces platensis	NCBI:txid58346	null	null	MA7327	null	PubMed Id	21214253	null
3496	68258	Streptomyces platensis	NCBI:txid58346	null	null	MA7327	null	PubMed Id	21214253	null
3497	68259	Streptomyces platensis	NCBI:txid58346	null	null	MA7327	null	PubMed Id	21214253	null
3498	68260	Streptomyces platensis	NCBI:txid58346	null	null	MA7327	null	PubMed Id	21214253	null
3499	68261	Streptomyces platensis	NCBI:txid58346	null	null	MA7327	null	PubMed Id	21214253	null
3500	68262	Streptomyces platensis	NCBI:txid58346	null	null	MA7327	null	PubMed Id	21214253	null
3501	68263	Streptomyces platensis	NCBI:txid58346	null	null	MA7327	null	PubMed Id	21214253	null
3502	68264	Streptomyces platensis	NCBI:txid58346	null	null	MA7327	null	PubMed Id	21214253	null
3503	68265	Streptomyces platensis	NCBI:txid58346	null	null	MA7327	null	PubMed Id	21214253	null
3504	68266	Streptomyces platensis	NCBI:txid58346	null	null	MA7327	null	PubMed Id	21214253	null
3505	68267	Streptomyces platensis	NCBI:txid58346	null	null	MA7327	null	PubMed Id	21214253	null
3506	68268	Streptomyces platensis	NCBI:txid58346	null	null	MA7327	null	PubMed Id	21214253	null
3507	68269	Streptomyces platensis	NCBI:txid58346	null	null	MA7327	null	PubMed Id	21214253	null
3508	68270	Streptomyces platensis	NCBI:txid58346	null	null	MA7327	null	PubMed Id	21214253	null
3509	66104	Jaspis splendens	WORMS:169842	null	null	null	null	PubMed Id	21241058	Methanolic extract of sponge
3510	68271	Jaspis splendens	WORMS:169842	null	null	null	null	PubMed Id	21241058	Methanolic extract of sponge
3511	66114	Jaspis splendens	WORMS:169842	null	null	null	null	PubMed Id	21241058	Methanolic extract of sponge
3512	66115	Jaspis splendens	WORMS:169842	null	null	null	null	PubMed Id	21241058	Methanolic extract of sponge
3513	68272	Jaspis splendens	WORMS:169842	null	null	null	null	PubMed Id	21241058	Methanolic extract of sponge
3514	68273	Jaspis splendens	WORMS:169842	null	null	null	null	PubMed Id	21241058	Methanolic extract of sponge
3515	68274	Jaspis splendens	WORMS:169842	null	null	null	null	PubMed Id	21241058	Methanolic extract of sponge
3516	68275	Jaspis splendens	WORMS:169842	null	null	null	null	PubMed Id	21241058	Methanolic extract of sponge
3517	68276	Jaspis splendens	WORMS:169842	null	null	null	null	PubMed Id	21241058	Methanolic extract of sponge
3518	68277	Jaspis splendens	WORMS:169842	null	null	null	null	PubMed Id	21241058	Methanolic extract of sponge
3519	68278	Jaspis splendens	WORMS:169842	null	null	null	null	PubMed Id	21241058	Methanolic extract of sponge
3520	68279	Jaspis splendens	WORMS:169842	null	null	null	null	PubMed Id	21241058	Methanolic extract of sponge
3521	68280	Jaspis splendens	WORMS:169842	null	null	null	null	PubMed Id	21241058	Methanolic extract of sponge
3522	61277	Gambierdiscus toxicus	NCBI:txid373098	null	null	null	null	PubMed Id	21250701	Organism is an epiphytic dinoflagellate
3523	61279	Gambierdiscus toxicus	NCBI:txid373098	null	null	null	null	PubMed Id	21250701	Organism is an epiphytic dinoflagellate
3524	68281	Gambierdiscus toxicus	NCBI:txid373098	null	null	null	null	PubMed Id	21250701	Organism is an epiphytic dinoflagellate
3525	36467	Gambierdiscus toxicus	NCBI:txid373098	null	null	null	null	PubMed Id	21250701	Organism is an epiphytic dinoflagellate
3526	68282	Microdiplodia	NCBI:txid371130	null	null	9907	null	PubMed Id	21244021	EtOAc extract of an endophytic fungi isolated from Lycium intricatum
3527	68283	Microdiplodia	NCBI:txid371130	null	null	9907	null	PubMed Id	21244021	EtOAc extract of an endophytic fungi isolated from Lycium intricatum
3528	68284	Microdiplodia	NCBI:txid371130	null	null	9907	null	PubMed Id	21244021	EtOAc extract of an endophytic fungi isolated from Lycium intricatum
3529	68285	Microdiplodia	NCBI:txid371130	null	null	9907	null	PubMed Id	21244021	EtOAc extract of an endophytic fungi isolated from Lycium intricatum
3530	68286	Microdiplodia	NCBI:txid371130	null	null	9907	null	PubMed Id	21244021	EtOAc extract of an endophytic fungi isolated from Lycium intricatum
3531	42223	Microdiplodia	NCBI:txid371130	null	null	9907	null	PubMed Id	21244021	EtOAc extract of an endophytic fungi isolated from Lycium intricatum
3532	68287	Microdiplodia	NCBI:txid371130	null	null	9907	null	PubMed Id	21244021	EtOAc extract of an endophytic fungi isolated from Lycium intricatum
3533	68288	Microdiplodia	NCBI:txid371130	null	null	9907	null	PubMed Id	21244021	EtOAc extract of an endophytic fungi isolated from Lycium intricatum
3534	68288	Aspergillus sydowii	NCBI:txid75750	null	null	PSU F154	null	PubMed Id	21718031	Ethyl acetate extract of culture broth, fungus isolated from a sea fan, Annella sp.
3535	68289	Microdiplodia	NCBI:txid371130	null	null	9907	null	PubMed Id	21244021	EtOAc extract of an endophytic fungi isolated from Lycium intricatum
3536	16933	Xylaria	NCBI:txid37991	null	null	null	null	PubMed Id	21428374	Endolichenic fungi isolated from Leptogium saturninum and EtOAc extract of fermented rice substrate
3537	16933	Microdiplodia	NCBI:txid371130	null	null	9907	null	PubMed Id	21244021	EtOAc extract of an endophytic fungi isolated from Lycium intricatum
3538	16933	Phomopsis archeri	IF:113952	mycelium	BTO:0001436	null	null	PubMed Id	21341709	Endophytic fungus isolated from cortex stem of Vanilla albidia and combined Mycelial extract
3539	68290	Podocarpus latifolius	NCBI:txid120620	root	BTO:0001188	null	null	PubMed Id	21306129	Previous component: root bark; CH2Cl2-MeOH(1:1) extract of dried, ground root bark
3540	68291	Podocarpus latifolius	NCBI:txid120620	root	BTO:0001188	null	null	PubMed Id	21306129	Previous component: root bark; CH2Cl2-MeOH(1:1) extract of dried, ground root bark
3541	68292	Podocarpus latifolius	NCBI:txid120620	root	BTO:0001188	null	null	PubMed Id	21306129	Previous component: root bark; CH2Cl2-MeOH(1:1) extract of dried, ground root bark
3542	68293	Podocarpus latifolius	NCBI:txid120620	root	BTO:0001188	null	null	PubMed Id	21306129	Previous component: root bark; CH2Cl2-MeOH(1:1) extract of dried, ground root bark
3543	68294	Podocarpus latifolius	NCBI:txid120620	root	BTO:0001188	null	null	PubMed Id	21306129	Previous component: root bark; CH2Cl2-MeOH(1:1) extract of dried, ground root bark
3544	68295	Podocarpus latifolius	NCBI:txid120620	root	BTO:0001188	null	null	PubMed Id	21306129	Previous component: root bark; CH2Cl2-MeOH(1:1) extract of dried, ground root bark
3545	68296	Bunodosoma cangicum	NCBI:txid138296	null	null	null	null	PubMed Id	21309590	null
3546	68297	Phoma	NCBI:txid37463	mycelium	BTO:0001436	MYC 1734	null	PubMed Id	21247198	crude EtOAc extract of white mycelia isolated on the undersurface of a dead hardwood
3547	68298	Phoma	NCBI:txid37463	mycelium	BTO:0001436	MYC 1734	null	PubMed Id	21247198	crude EtOAc extract of white mycelia isolated on the undersurface of a dead hardwood
3548	68299	Phoma	NCBI:txid37463	mycelium	BTO:0001436	MYC 1734	null	PubMed Id	21247198	crude EtOAc extract of white mycelia isolated on the undersurface of a dead hardwood
3549	6601	Crinum asiaticum var. sinicum	NCBI:txid223245	bulb	BTO:0000159	null	null	PubMed Id	21314165	95% ethanolic extract of dried, powdered leaves
3550	6601	Crinum asiaticum var. sinicum	NCBI:txid223245	leaf	BTO:0000713	null	null	PubMed Id	21314165	95% ethanolic extract of dried, powdered leaves
3551	68300	Crinum asiaticum var. sinicum	NCBI:txid223245	leaf	BTO:0000713	null	null	PubMed Id	21314165	95% ethanolic extract of dried, powdered leaves
3552	68301	Crinum asiaticum var. sinicum	NCBI:txid223245	leaf	BTO:0000713	null	null	PubMed Id	21314165	95% ethanolic extract of dried, powdered leaves
3553	68302	Crinum asiaticum var. sinicum	NCBI:txid223245	leaf	BTO:0000713	null	null	PubMed Id	21314165	95% ethanolic extract of dried, powdered leaves
3554	68303	Crinum asiaticum var. sinicum	NCBI:txid223245	leaf	BTO:0000713	null	null	PubMed Id	21314165	95% ethanolic extract of dried, powdered leaves
3555	68304	Crinum asiaticum var. sinicum	NCBI:txid223245	leaf	BTO:0000713	null	null	PubMed Id	21314165	95% ethanolic extract of dried, powdered leaves
3556	68305	Crinum asiaticum var. sinicum	NCBI:txid223245	leaf	BTO:0000713	null	null	PubMed Id	21314165	95% ethanolic extract of dried, powdered leaves
3557	68306	Crinum asiaticum var. sinicum	NCBI:txid223245	leaf	BTO:0000713	null	null	PubMed Id	21314165	95% ethanolic extract of dried, powdered leaves
3558	68307	Crinum asiaticum var. sinicum	NCBI:txid223245	leaf	BTO:0000713	null	null	PubMed Id	21314165	95% ethanolic extract of dried, powdered leaves
3559	68308	Crinum asiaticum var. sinicum	NCBI:txid223245	leaf	BTO:0000713	null	null	PubMed Id	21314165	95% ethanolic extract of dried, powdered leaves
3560	68309	Crinum asiaticum var. sinicum	NCBI:txid223245	leaf	BTO:0000713	null	null	PubMed Id	21314165	95% ethanolic extract of dried, powdered leaves
3561	68310	Crinum asiaticum var. sinicum	NCBI:txid223245	leaf	BTO:0000713	null	null	PubMed Id	21314165	95% ethanolic extract of dried, powdered leaves
3562	68311	Crinum asiaticum var. sinicum	NCBI:txid223245	leaf	BTO:0000713	null	null	PubMed Id	21314165	95% ethanolic extract of dried, powdered leaves
3563	68312	Crinum asiaticum var. sinicum	NCBI:txid223245	bulb	BTO:0000159	null	null	PubMed Id	21314165	95% ethanolic extract of dried, powdered leaves
3564	68312	Crinum asiaticum var. sinicum	NCBI:txid223245	leaf	BTO:0000713	null	null	PubMed Id	21314165	95% ethanolic extract of dried, powdered leaves
3565	68313	Crinum asiaticum var. sinicum	NCBI:txid223245	leaf	BTO:0000713	null	null	PubMed Id	21314165	95% ethanolic extract of dried, powdered leaves
3566	68314	Crinum asiaticum var. sinicum	NCBI:txid223245	leaf	BTO:0000713	null	null	PubMed Id	21314165	95% ethanolic extract of dried, powdered leaves
3567	68315	Crinum asiaticum var. sinicum	NCBI:txid223245	leaf	BTO:0000713	null	null	PubMed Id	21314165	95% ethanolic extract of dried, powdered leaves
3568	68316	Crinum asiaticum var. sinicum	NCBI:txid223245	leaf	BTO:0000713	null	null	PubMed Id	21314165	95% ethanolic extract of dried, powdered leaves
3569	68317	Crinum asiaticum var. sinicum	NCBI:txid223245	leaf	BTO:0000713	null	null	PubMed Id	21314165	95% ethanolic extract of dried, powdered leaves
3570	68318	Crinum asiaticum var. sinicum	NCBI:txid223245	leaf	BTO:0000713	null	null	PubMed Id	21314165	95% ethanolic extract of dried, powdered leaves
3571	68319	Crinum asiaticum var. sinicum	NCBI:txid223245	leaf	BTO:0000713	null	null	PubMed Id	21314165	95% ethanolic extract of dried, powdered leaves
3572	3252	Streptomyces globisporus	NCBI:txid1908	null	null	null	null	PubMed Id	21250756	null
3573	3252	Streptomyces globisporus	NCBI:txid1908	null	null	SB 1021	null	PubMed Id	21250756	null
3574	3252	Streptomyces globisporus	NCBI:txid1908	null	null	SB 1014	null	PubMed Id	21250756	null
3575	3252	Streptomyces globisporus	NCBI:txid1908	null	null	SB 1023	null	PubMed Id	21250756	null
