peak.name,mzmed,mzmin,mzmax,rtmed,rtmin,rtmax,npeaks,Subject,184,214,289,317,320,327,348,353,373,387,408,461,528,739
M317T552_POS,317.20810083627225,317.1991983338265,317.20894959706504,552.1259130859376,551.5693359375,552.8212890625,10,10,6562813.687654347,11592728.072844902,NA,16733848.26428532,NA,4039602.146945326,8237056.877355573,3299475.8201601123,15395441.55405204,NA,NA,5348507.278745282,6885327.881567705,5626106.754234408
M317T559_2_POS,317.24685347950367,317.24667693018347,317.24749039356476,558.94134521484375,557.29571533203125,559.8819580078125,14,14,24973935.82880583,5699732.550997857,51968587.691832244,14083325.90091848,9371126.135701908,13595224.781493265,63559369.88177784,41993314.591786355,71322628.87345621,13541601.867631445,11617902.677356474,17674044.97747573,18861157.897255346,13587376.579687417
M317T659_POS,317.24465345100214,317.2441855374143,317.2450968109087,659.0868225097656,653.63592529296875,660.39764404296875,14,13,2485891.4542497266,9036464.355683697,755770.2413231888,2027356.693332581,2120329.936171874,2825396.8258975865,1564791.0397232044,NA,889131.107458341,3232493.60399694,1396961.4555599978,3217610.3187482865,4686509.421914131,3593862.0136033185
M317T642_2_POS,317.246779682332,317.24651406904144,317.2473626148675,641.89910888671875,639.1561279296875,642.282470703125,13,13,NA,1920494.4867226582,808278.6250317394,2266157.0412843907,1118109.6981977983,4724678.144570287,4080628.3930945066,1501885.3808062042,3491299.1375333457,3876253.3035736866,1718819.0298342563,2578179.9779644385,2971899.1741328193,2254844.6505120187
M317T475_POS,317.2470492533398,317.2466322585536,317.2473971628071,474.6875986328125,469.75067138671875,482.507,10,7,3620720.2605781173,NA,8987055.137844423,NA,NA,1760828.466896999,5137885.966613613,NA,10228018.909734743,NA,NA,2645780.9384034397,11385164.127360398,NA
M317T616_POS,317.2467984384424,317.2466367012346,317.24748210555214,616.3625793457031,604.05517578125,616.7186279296875,8,8,NA,NA,2236159.2763811806,1237936.669397596,1745166.7310913377,NA,NA,NA,6023116.890492149,NA,2021830.8153194024,2994732.3183418335,3885042.267508853,3778063.446602517
M317T383_1_POS,317.2510836579904,317.25084364379927,317.25157372638796,383.0404968261719,381.9794616699219,385.0835266113281,14,14,2355142.209685658,5799949.113659257,11486058.864956701,4654845.425881006,75467713.90627512,8538275.732639175,20212320.787185702,7419587.839582973,10082680.15009329,6200467.0998750115,41351219.211269826,8613810.869112698,23862765.515583366,10263561.150937475
M317T534_POS,317.24688265626224,317.2466233506775,317.2473866985714,533.60247802734375,527.7135009765625,534.538,12,12,5125298.373670208,NA,7041034.967616842,2791047.696164781,4084350.974478076,3772426.186010474,7394834.564839764,6575126.108429239,9102209.755696686,4656178.450304579,2252551.7842403096,2510296.454454529,13460040.399504615,NA
M317T607_POS,317.26787112380174,317.2677322062475,317.26824810643683,607.00714111328125,606.8018798828125,608.00958251953125,9,9,NA,228607.75001269497,3087710.4957239446,NA,1511825.080867184,1642103.6151247062,549349.8498431001,1809804.5629870368,5443779.964540978,1090276.6721291724,1469671.4827099629,NA,NA,NA
M317T383_2_POS,317.28388427661156,317.28317781743436,317.28436656782753,382.7565612792969,382.2876281738281,385.7043151855469,12,12,NA,NA,1841712.5720312486,1892007.370429686,1684357.8371113879,1695814.995004561,1612145.1300826892,1757298.0458704806,1640968.6096924332,1299302.9396966973,1693236.9190221718,683634.1666753475,1399870.8237045743,1322216.8474637948
M317T465_POS,317.3237731972036,317.3235538188593,317.3240217541827,465.0669250488281,464.16168212890625,469.44073486328125,11,11,324964.77841468074,810079.5324878464,705108.4372820007,401221.83536279143,1035731.8274951978,755141.0991817947,NA,539228.6407714868,1688335.5612815542,860423.4350988893,1589976.4438531569,NA,330538.5469000018,NA
M318T599_POS,317.654555440213,317.6540605801457,317.6623245867609,599.3241882324219,598.66217041015625,610.7540283203125,12,10,NA,NA,570276.6968165665,455584.2648144609,385929.8852340497,812400.0849175613,648638.2298713245,378065.3450520899,440422.0876171862,NA,NA,1288570.6610578164,1541031.318363949,2839274.763296427
M318T327_POS,318.0754521861577,318.0752406154436,318.075921728145,327.1865539550781,325.93792724609375,328.1181335449219,7,7,NA,NA,1297212.817341299,NA,505785.58695265657,NA,396694.60782917705,331571.45586979075,NA,NA,172666.92666015678,675585.7416105584,661547.8338661018,NA
M318T330_POS,318.09461038602444,318.0943185960773,318.095072032812,330.1213558349609,328.1118469238281,335.5929260253906,14,14,5686670.434949776,6760668.3313312475,1466962.006169246,1551716.1498612585,2282674.3943243604,1535616.734853836,1464675.5976654384,1465958.5117176492,2264230.610949301,1515376.3550848637,1622983.3235916493,1680263.165536883,470755.24670976447,1820955.4516478353
M318T398_POS,318.1385102997388,318.12994020987105,318.1392482689521,398.1499938964844,396.59368896484375,415.8966064453125,13,10,92219.54029804673,95096.27773723952,150938.2623261707,193114.1791255578,211975.35922070517,356496.45991698944,76923.07339518196,NA,493816.487549095,NA,NA,194193.05480859455,381152.6357183386,NA
M318T642_POS,318.15242258561796,318.1420765181683,318.1529373832786,642.0997314453125,639.41510009765625,643.848,7,7,NA,NA,NA,533500.833148826,363336.1754956049,NA,256447.40618984416,869415.8410688668,NA,NA,115393.05086802189,199026.12015397096,245339.3144713542,NA
M318T375_POS,318.1643168725657,318.1640500489576,318.16485604702495,375.13844299316406,374.5148620605469,376.0577697753906,14,14,2912858.829040243,1591507.7574681009,1840284.003034657,583903.2782696581,1334384.4208781207,976703.190737051,1589374.1879296857,2132096.497574545,1187841.2934734267,1586679.053799336,870096.534235843,5899827.714870922,1113892.5639911122,1586047.3948217174
M318T449_POS,318.1750780896001,318.17472106327415,318.1756009310444,449.0611572265625,448.8782653808594,452.0098876953125,14,14,1272089.4029045238,1379259.80109395,1277615.2944671873,1645434.1903777109,1503747.3059960948,2018587.1196061382,1965846.1993242097,1597154.859375005,1825939.0974612122,1763131.451003027,1548019.2887263359,2426562.335293119,3450998.7641122276,3360215.074678904
M318T611_POS,318.18149362842877,318.181247790815,318.18206698414946,611.26104736328125,609.65960693359375,611.694580078125,13,13,NA,1171448.9921513703,1599113.1384667975,871549.7700432133,3072903.2582480162,392059.9989265617,2142103.4907146827,1574552.5149293018,760537.960844611,200481.05382528636,1557702.188882812,2858303.097546103,1474029.6695320304,1292941.4910075343
M318T185_POS,318.1806121065857,318.18033976585843,318.18132713240504,185.00635260009767,184.07542419433594,195.13699340820312,14,14,2152188.194241393,2108208.6864729584,2177776.3737861337,3713873.9448459093,2472801.8226400665,2784892.0907888105,2546395.4581975415,2511313.184825089,2770556.1949311527,2422978.371157988,3603858.257932811,2018703.162284855,2050823.4811242216,2043383.705780538
M318T389_POS,318.1955235728757,318.1905813748979,318.1961497133028,388.65948486328125,376.0577697753906,399.7091369628906,18,14,2102899.82126412,1210950.9084607814,3040365.732508132,771234.0241894486,1663168.970486139,1033350.2975260388,2050082.9707011697,2344910.02979418,1189373.5961107346,1938816.7179091426,973064.6409963074,4442534.322082472,1097978.461578122,1439849.6983957675
M318T469_POS,318.19562628160855,318.1954113411572,318.19616091464917,469.1409606933594,468.49444580078125,470.1531066894531,13,13,4217790.850233472,826667.5639218721,1928469.0115522349,142989.5209236778,1138942.8577278664,166851.34085547036,278193.1206096207,825704.2111111145,NA,2059277.948369883,354290.66750000085,2603328.8762012515,156124.44089768658,693299.5692187526
M318T173_POS,318.1904018345591,318.1901933079697,318.19114994146867,172.88523864746094,165.10150146484375,174.77352905273438,13,9,235263.4914473683,NA,737990.6555226273,NA,NA,NA,3652747.1898174556,788759.2591780043,NA,875523.5821809081,879728.1638483279,1060868.688250652,591121.6043068751,831824.7537031255
M318T403_POS,318.2090438601604,318.20871646622675,318.2097550686688,402.5237274169922,392.85772705078125,405.309814453125,14,10,NA,NA,196289.81436458306,244200.37432383018,1262570.7526093794,271651.17194322817,399441.2400795183,NA,1202764.6373591947,162699.97273598338,NA,173321.06392542666,874007.5578417908,161362.21903657503
M318T659_POS,318.2481328312423,318.2476814329058,318.24863071582644,659.39483642578125,654.6629638671875,660.03240966796875,8,8,234375.78362695363,NA,NA,266447.1003837858,229947.50889013792,344172.7846540142,NA,NA,NA,407082.8895431743,NA,434794.4712542726,755125.1795497513,610292.9623575378
M318T383_1_POS,318.254047676985,318.25363074326094,318.2544762248835,383.22108459472656,381.9794616699219,385.0835266113281,14,14,93513.22865624962,459505.1897142885,1017979.5566636662,272405.2561473211,7469141.561828631,778427.3617832048,1813298.9393978652,582842.988781423,872026.3836808414,427736.700547979,3882186.6784426975,713306.5902390473,2304791.4625678146,831116.8762995668
M318T559_POS,318.25017900068843,318.24993393839065,318.2508543479445,559.066,557.29571533203125,559.8819580078125,13,13,5251506.595465611,1043369.3243661782,11621712.945825597,2934767.941007125,2065727.814673499,2849047.4264570284,13858829.189630046,9130269.926681576,15474938.576228444,2863362.1257887925,2515255.508047123,3833014.1360595687,NA,2791934.8926438736
M318T571_POS,318.2396702763838,318.239528270106,318.24034900078146,571.1466064453125,568.79840087890625,571.75799560546875,11,11,NA,4655917.394999972,3478157.9725605953,5321589.555132788,4790628.600487446,5219130.8181217555,NA,6674830.219847719,NA,4605650.563632148,4851818.969878814,9607835.264726566,8170815.430011866,9798286.676871907
M318T641_POS,318.2502687611148,318.24997568239326,318.2508439095515,641.11029052734375,639.638916015625,642.35772705078125,7,7,NA,NA,NA,NA,91922.16996763214,857833.7499544383,744434.614478698,NA,650385.641260994,576175.1623789112,NA,425675.4496377,NA,379671.20545728895
M318T616_POS,318.2503271656138,318.2500371003939,318.25090315812093,616.39794921875,604.05517578125,616.592041015625,7,7,NA,NA,334653.07626562566,NA,244929.89530529312,NA,NA,NA,1081850.6005351509,NA,306669.468122398,467562.0307485394,570312.3987031232,511317.3890331989
M318T563_POS,318.2631633437991,318.2629902740849,318.2712850923424,562.77276611328125,556.48223876953125,563.38,13,11,NA,NA,2350939.2435785863,1711234.9252157835,2174222.717425274,1477793.8984181175,517406.74748313724,699850.5539468324,804550.1543795984,495795.56882904854,927414.4225595781,315082.98576562334,NA,312759.66460133495
M318T383_2_POS,318.280278747961,318.279986980595,318.2809149089838,382.72862243652344,381.9798278808594,385.7043151855469,12,12,NA,NA,8256565.976147112,8188926.617070554,7325134.419156439,7257885.380876351,7983747.286978434,7495204.66468664,7601956.928663378,7473329.436045873,7459078.16206248,3177310.634774887,6731278.21339537,6235071.996559188
M318T459_POS,318.29969321568456,318.2993804010777,318.30024116533036,459.0737752685547,458.52557373046875,467.2613830566406,14,14,61667494.453966506,117739182.2308825,24107523.858569987,9734360.278951287,23076965.298262402,24249631.37534609,14144855.22463061,22653757.2126039,49217257.98392965,21490257.663998827,24630710.47010577,31213811.034656223,38946679.988097906,11467246.12607675
M318T396_POS,318.2995862409408,318.2993360034964,318.3001249141859,395.6603375244141,394.7352294921875,397.8379211425781,12,12,NA,NA,2934923.5955352494,3025296.0404181103,3039799.497494625,3302698.7028374337,3614396.350828763,3653129.631521022,3059019.324983553,3289486.8961157314,3513390.8320845985,1314062.598916414,3040677.4956702716,3219013.856015444
M319T375_POS,318.66604960358063,318.6657837633826,318.6665890154919,374.9844932861328,374.51434326171875,376.0577697753906,14,14,891765.3256451513,424963.5882401327,555053.2857507803,76835.89932421948,382520.9246163529,179341.68224869928,493091.1541529947,481279.5971350147,282404.7600502204,365655.0494366,176554.50443106526,1610276.2702304656,287039.25570344867,373428.39379947947
M319T389_POS,318.6972749349993,318.69695907083474,318.69779866495236,388.65948486328125,387.8744201660156,389.74432373046875,14,14,550363.4417814225,304926.20905599033,905144.9553691413,173321.79699121052,421527.9868861574,314989.3081853656,552072.8523389761,604384.089564453,355728.4333325518,514263.9103390174,196247.7789471265,1367465.728796176,282065.8183733452,339683.9356517304
M319T469_POS,318.69734039252535,318.69704911024644,318.6979161664265,469.1423034667969,468.51715087890625,470.1531066894531,8,8,1114998.6810651876,155428.4184253212,576404.9733084516,NA,333330.4292326851,NA,NA,217480.32640871836,NA,430716.61527944834,NA,904969.2586601569,NA,142085.56508879067
M319T53_POS,318.95648803325275,318.95627942833596,318.9568493828056,52.576576232910156,49.34205627441406,59.2588,13,13,33585168.601253755,20510105.989418197,33146387.16090212,35076891.8123834,23893783.578820165,26066398.809667505,13372602.25394167,42222263.64475472,30209542.88083917,16787721.868362263,12686436.250883332,11349405.209091,17040604.99971289,NA
M319T37_POS,318.9565494364808,318.95626963584465,318.9568998482262,36.657833099365234,33.22197723388672,41.03657531738281,9,8,NA,32870058.75398209,NA,NA,26093387.745332975,22526554.202711564,47990711.336745165,NA,62062422.818907365,NA,31047856.19336693,18535988.620076668,NA,11949573.287706247
M319T129_POS,319.0129813398926,319.01284969678835,319.01363811495503,128.775634765625,127.058,130.17713928222656,8,8,NA,NA,1192653.1076789303,676523.6310846775,865909.7615307774,632645.1333782322,134865.7793437497,572748.7133659848,196794.48923234676,NA,NA,NA,305558.6742126333,NA
M319T190_POS,319.01533570955365,319.0150038487644,319.03173242803695,189.693359375,176.929,204.00473022460938,21,11,104137.02573270054,NA,NA,4378672.961886161,13724343.340347713,14176476.363945147,7973138.3963449085,4756597.67970582,2416720.7378929667,4856131.585328416,2762099.8556378847,NA,2528922.648603087,2709925.3042051583
M319T330_POS,319.10247263704974,319.1022136094889,319.10297726173314,330.1213558349609,328.4073181152344,335.5929260253906,14,14,122377943.40477909,139350023.9991534,78348608.07640009,81784382.87424491,88338553.14434955,77292142.2490868,62734445.83356174,79049267.32673514,94614008.87354198,90820040.06537296,85465148.81911132,29694982.384061474,19144611.743325774,32700899.970877647
M319T295_POS,319.1058888091564,319.10554185958927,319.10642294969335,295.12420654296875,293.21893310546875,296.98822021484375,9,9,NA,1344209.8000593404,648263.1121808798,1561418.573393034,NA,715143.1097104349,NA,471353.1056537192,NA,NA,751403.6806344604,1931268.748085943,863670.2391206897,1691668.449316543
M319T313_POS,319.10587246354885,319.1055933777422,319.10639489332164,312.53387451171875,306.0138244628906,314.5184631347656,9,9,NA,1770282.7923249407,1102049.824312503,2007323.3040564547,NA,NA,1290426.6406866307,NA,1677280.0728374994,NA,829336.555870364,6196091.368354336,3256957.1606322927,9620401.930502966
M319T427_POS,319.1145774993248,319.11437266109886,319.11517317080643,427.08935546875,426.47564697265625,427.7147521972656,14,14,1928635.1839615626,1851313.0377839003,2464429.118612753,1264576.7369031191,2009562.3905183591,1106731.7958902307,2369632.2991279582,1783382.4281997913,2288444.7252514777,1920074.1076125025,2780842.444796871,1399505.2418178197,2882629.48652886,3315725.78537834
M319T340_POS,319.1281605472469,319.12792196477915,319.12877812782756,340.2647399902344,333.406494140625,351.479736328125,23,13,NA,1989017.7960624953,1862799.9825371776,6242044.475928081,3966820.922139695,3127543.1004661466,6046326.81274746,5019210.017333427,2975081.5564382765,11626708.008477295,6142007.914453313,2413293.834836196,3500062.9401874957,1793581.2957041399
